user_id,segment,city,risk_profile,tx_count,distinct_merchants,active_days,total_amount,avg_ticket,night_tx_share,out_of_home_city_share,declined_share,max_daily_tx_count,max_daily_amount,peer_avg_total_amount,peer_avg_tx_count,peer_avg_ticket,total_amount_peer_ratio,tx_count_peer_ratio,avg_ticket_peer_ratio,amount_rank_in_peer_group
U00464,mass,Moscow,low,17,16,16,108510.92,6383.0,0.0588,0.8235,0.0,2,78416.5,142662.88,25.04,5897.48,0.7606,0.679,1.0823,92
U00196,small_business,Saint Petersburg,low,32,24,28,169971.07,5482.94,0.0,0.625,0.0313,2,25881.01,223901.1,25.6,9153.12,0.7591,1.25,0.599,9
U00374,small_business,Novosibirsk,low,15,14,15,189819.48,12654.63,0.0,1.0,0.0,1,126267.45,250631.71,23.11,10815.58,0.7574,0.649,1.17,7
U00576,mass,Moscow,low,19,14,18,108045.63,6002.53,0.1579,0.6316,0.0526,2,25927.32,142662.88,25.04,5897.48,0.7573,0.7589,1.0178,93
U00338,student,Ekaterinburg,low,29,27,23,78808.82,2814.6,0.1379,0.8966,0.0345,2,17223.26,104198.2,25.54,4223.63,0.7563,1.1355,0.6664,8
U00189,small_business,Ekaterinburg,low,26,19,24,121786.21,4684.09,0.0769,0.7692,0.0,2,24079.0,161080.7,25.86,6684.81,0.7561,1.0055,0.7007,6
U00086,small_business,Kazan,low,31,26,25,188090.81,6067.45,0.0323,0.7742,0.0,3,73318.43,249319.8,27.0,9480.66,0.7544,1.1481,0.64,5
U00443,mass,Nizhny Novgorod,low,23,19,21,116773.11,5077.09,0.2174,0.8696,0.0,2,27684.96,155156.27,25.39,6352.33,0.7526,0.9059,0.7992,38
U00645,affluent,Nizhny Novgorod,low,25,21,22,157303.13,6292.13,0.16,0.92,0.0,2,47326.29,209612.39,30.13,7105.15,0.7504,0.8299,0.8856,10
U00236,affluent,Saint Petersburg,low,26,23,23,151545.27,5828.66,0.0385,0.7308,0.0,2,33835.03,202805.33,27.35,7949.17,0.7472,0.9505,0.7332,24
U00163,mass,Nizhny Novgorod,low,21,20,20,115631.87,5781.59,0.1905,0.9524,0.0476,2,32198.71,155156.27,25.39,6352.33,0.7453,0.8271,0.9102,39
U00130,student,Ekaterinburg,medium,28,25,27,77662.13,2773.65,0.1786,0.8214,0.0,2,19493.06,104198.2,25.54,4223.63,0.7453,1.0964,0.6567,9
U00322,mass,Moscow,low,26,19,22,106179.87,4083.84,0.1154,0.7308,0.0,3,32103.73,142662.88,25.04,5897.48,0.7443,1.0385,0.6925,94
U00300,student,Saint Petersburg,low,16,15,15,101449.53,6340.6,0.0625,0.5625,0.0,2,64651.89,136383.32,25.72,5531.12,0.7439,0.6221,1.1463,16
U00317,mass,Ekaterinburg,medium,27,25,22,108401.6,4336.06,0.1852,0.8889,0.0741,3,30049.3,146378.08,25.98,5887.31,0.7406,1.0392,0.7365,38
U00147,mass,Moscow,low,20,19,18,105650.23,5560.54,0.05,0.8,0.05,2,54616.45,142662.88,25.04,5897.48,0.7406,0.7988,0.9429,95
U00276,student,Kazan,low,24,20,21,86319.13,3753.01,0.0833,1.0,0.0417,2,38033.41,116601.08,24.79,4777.09,0.7403,0.9683,0.7856,11
U00648,mass,Ekaterinburg,high,26,24,21,108193.23,4161.28,0.0385,0.9231,0.0,2,20181.0,146378.08,25.98,5887.31,0.7391,1.0007,0.7068,39
U00756,mass,Nizhny Novgorod,low,19,18,16,114655.41,6034.5,0.0,0.8947,0.0,2,39876.92,155156.27,25.39,6352.33,0.739,0.7483,0.95,40
U00178,mass,Saint Petersburg,low,33,26,26,105927.54,3209.93,0.1515,0.7273,0.0,3,32453.58,143356.01,26.6,5518.85,0.7389,1.2408,0.5816,54
U00483,mass,Saint Petersburg,low,31,27,27,105923.95,3416.9,0.0645,0.6452,0.0,2,14760.79,143356.01,26.6,5518.85,0.7389,1.1656,0.6191,55
U00635,mass,Moscow,medium,25,21,24,105082.2,4378.43,0.12,0.72,0.04,2,25162.71,142662.88,25.04,5897.48,0.7366,0.9985,0.7424,96
U00242,student,Moscow,medium,30,25,24,78382.45,2702.84,0.0333,0.6,0.0333,2,15921.05,106510.34,24.3,4538.62,0.7359,1.2344,0.5955,38
U00501,mass,Novosibirsk,low,32,28,26,102273.5,3299.15,0.0,0.9375,0.0313,2,22986.45,139021.02,23.56,6026.12,0.7357,1.358,0.5475,29
U00084,mass,Nizhny Novgorod,low,21,19,21,114037.74,5430.37,0.1905,0.8571,0.0,1,44034.67,155156.27,25.39,6352.33,0.735,0.8271,0.8549,41
U00406,mass,Moscow,low,22,21,18,104783.26,4762.88,0.0,0.6818,0.0,3,23837.34,142662.88,25.04,5897.48,0.7345,0.8787,0.8076,97
U00719,student,Moscow,medium,26,23,23,78021.21,3120.85,0.1923,0.6538,0.0385,2,12344.11,106510.34,24.3,4538.62,0.7325,1.0698,0.6876,39
U00205,mass,Moscow,low,30,29,26,104482.73,3602.85,0.0667,0.7333,0.0333,3,21239.5,142662.88,25.04,5897.48,0.7324,1.1982,0.6109,98
U00478,mass,Novosibirsk,low,20,18,18,101824.77,5359.2,0.05,0.8,0.05,2,23119.39,139021.02,23.56,6026.12,0.7324,0.8487,0.8893,30
U00413,mass,Nizhny Novgorod,low,27,23,24,113187.45,4716.14,0.0741,0.8519,0.1111,2,24852.19,155156.27,25.39,6352.33,0.7295,1.0634,0.7424,42
U00586,mass,Saint Petersburg,low,27,24,20,104468.52,4352.86,0.037,0.7407,0.1111,2,25464.15,143356.01,26.6,5518.85,0.7287,1.0152,0.7887,56
U00547,mass,Moscow,low,20,18,19,103755.01,5460.79,0.1,0.95,0.05,2,22303.53,142662.88,25.04,5897.48,0.7273,0.7988,0.926,99
U00159,affluent,Saint Petersburg,low,21,20,19,147356.25,7016.96,0.1429,0.8095,0.0,3,28464.08,202805.33,27.35,7949.17,0.7266,0.7677,0.8827,25
U00198,mass,Nizhny Novgorod,low,25,24,23,112705.53,4508.22,0.12,0.88,0.0,2,35098.84,155156.27,25.39,6352.33,0.7264,0.9846,0.7097,43
U00482,affluent,Kazan,high,17,13,16,124602.56,7787.66,0.1765,0.8824,0.0588,2,33753.52,171655.52,23.71,7455.45,0.7259,0.7171,1.0446,14
U00765,mass,Moscow,low,24,22,23,103264.38,4302.68,0.1667,0.625,0.0,2,50782.42,142662.88,25.04,5897.48,0.7238,0.9586,0.7296,100
U00061,mass,Saint Petersburg,low,22,18,22,103478.57,4703.57,0.0,0.4545,0.0,1,54201.96,143356.01,26.6,5518.85,0.7218,0.8272,0.8523,57
U00430,mass,Moscow,low,29,28,25,102298.13,3653.5,0.0345,0.8621,0.0345,2,17168.59,142662.88,25.04,5897.48,0.7171,1.1583,0.6195,101
U00118,affluent,Saint Petersburg,low,20,18,16,144900.5,7245.02,0.1,0.35,0.0,2,80826.86,202805.33,27.35,7949.17,0.7145,0.7312,0.9114,26
U00599,affluent,Nizhny Novgorod,medium,23,18,23,149731.17,6805.96,0.087,0.8696,0.0435,1,57917.64,209612.39,30.13,7105.15,0.7143,0.7635,0.9579,11
U00500,mass,Moscow,low,27,22,25,101767.64,3914.14,0.0741,0.7407,0.037,2,24539.7,142662.88,25.04,5897.48,0.7133,1.0784,0.6637,102
U00410,mass,Ekaterinburg,low,20,18,16,104328.53,5216.43,0.15,0.95,0.0,2,30933.84,146378.08,25.98,5887.31,0.7127,0.7698,0.886,40
U00461,student,Novosibirsk,low,22,18,19,89591.5,4479.57,0.0909,0.9091,0.0909,3,17246.42,125711.72,23.76,5359.12,0.7127,0.9257,0.8359,9
U00093,student,Moscow,low,21,18,21,75831.71,3611.03,0.0952,0.8095,0.0,1,16930.57,106510.34,24.3,4538.62,0.712,0.8641,0.7956,40
U00142,mass,Moscow,low,21,20,20,101487.66,4832.75,0.0952,0.7619,0.0,2,27151.66,142662.88,25.04,5897.48,0.7114,0.8388,0.8195,103
U00168,small_business,Moscow,low,20,18,18,146874.44,7343.72,0.3,0.8,0.0,2,33747.77,207264.78,23.38,9166.95,0.7086,0.8556,0.8011,19
U00554,mass,Saint Petersburg,low,21,20,20,101570.21,5345.8,0.0476,0.8571,0.0952,2,32348.22,143356.01,26.6,5518.85,0.7085,0.7896,0.9686,58
U00692,student,Saint Petersburg,high,23,20,20,96541.47,4197.46,0.0435,0.6087,0.0,2,54837.25,136383.32,25.72,5531.12,0.7079,0.8942,0.7589,17
U00596,affluent,Saint Petersburg,medium,17,13,16,143544.58,8971.54,0.0,0.5882,0.0588,2,66393.03,202805.33,27.35,7949.17,0.7078,0.6215,1.1286,27
U00680,mass,Moscow,low,19,17,16,100983.4,5314.92,0.0526,0.8421,0.0,2,25227.91,142662.88,25.04,5897.48,0.7078,0.7589,0.9012,104
U00308,mass,Moscow,high,16,16,16,100758.22,6717.21,0.25,0.8125,0.0625,1,48851.0,142662.88,25.04,5897.48,0.7063,0.6391,1.139,105
U00282,mass,Saint Petersburg,medium,25,19,23,101183.24,4399.27,0.04,0.56,0.08,2,42621.59,143356.01,26.6,5518.85,0.7058,0.94,0.7971,59
U00348,mass,Saint Petersburg,low,30,27,27,101093.99,3486.0,0.1333,0.7333,0.0333,2,24914.62,143356.01,26.6,5518.85,0.7052,1.128,0.6317,60
U00420,student,Moscow,low,26,23,24,74776.97,2991.08,0.1538,0.6538,0.0385,2,12398.99,106510.34,24.3,4538.62,0.7021,1.0698,0.659,41
U00305,mass,Saint Petersburg,low,22,20,18,100603.79,4572.9,0.1364,0.6818,0.0,2,22400.67,143356.01,26.6,5518.85,0.7018,0.8272,0.8286,61
U00284,mass,Saint Petersburg,low,26,22,25,100580.63,4023.23,0.1154,0.6923,0.0385,2,24213.85,143356.01,26.6,5518.85,0.7016,0.9776,0.729,62
U00398,small_business,Moscow,low,25,21,23,145251.49,6052.15,0.04,0.52,0.04,2,62730.63,207264.78,23.38,9166.95,0.7008,1.0695,0.6602,20
U00757,mass,Novosibirsk,medium,25,22,20,97133.89,4047.25,0.12,0.92,0.04,2,18528.23,139021.02,23.56,6026.12,0.6987,1.0609,0.6716,31
U00394,student,Moscow,medium,22,20,19,74379.12,3380.87,0.1364,0.7727,0.0,2,11497.92,106510.34,24.3,4538.62,0.6983,0.9052,0.7449,42
U00029,small_business,Moscow,low,26,21,24,144533.33,5558.97,0.0769,0.9231,0.0,2,25963.7,207264.78,23.38,9166.95,0.6973,1.1123,0.6064,21
U00082,small_business,Moscow,high,25,24,21,144439.93,5777.6,0.12,0.8,0.0,3,28421.82,207264.78,23.38,9166.95,0.6969,1.0695,0.6303,22
U00725,mass,Moscow,low,18,17,15,99291.3,5516.18,0.1667,0.7222,0.0,2,28653.43,142662.88,25.04,5897.48,0.696,0.7189,0.9353,106
U00165,affluent,Novosibirsk,low,22,20,22,155702.2,7785.11,0.0909,0.9091,0.0909,1,61192.38,224330.29,31.25,8098.0,0.6941,0.704,0.9614,7
U00641,mass,Nizhny Novgorod,low,14,13,12,107692.84,8284.06,0.0714,0.9286,0.0714,3,74736.24,155156.27,25.39,6352.33,0.6941,0.5514,1.3041,44
U00313,mass,Moscow,medium,21,18,19,98993.46,4713.97,0.0952,0.7619,0.0,2,37416.43,142662.88,25.04,5897.48,0.6939,0.8388,0.7993,107
U00584,student,Novosibirsk,medium,28,27,26,87193.9,3353.61,0.1071,0.8929,0.0714,2,14144.73,125711.72,23.76,5359.12,0.6936,1.1782,0.6258,10
U00002,mass,Kazan,high,21,19,17,126478.59,6323.93,0.2381,0.8571,0.0476,3,32049.28,182876.49,29.96,6180.02,0.6916,0.7009,1.0233,25
U00615,mass,Moscow,low,22,21,19,98348.14,4917.41,0.0909,0.6364,0.0909,2,47054.19,142662.88,25.04,5897.48,0.6894,0.8787,0.8338,108
U00224,mass,Kazan,high,22,20,19,125779.35,5717.24,0.0455,0.9091,0.0,3,24938.94,182876.49,29.96,6180.02,0.6878,0.7343,0.9251,26
U00707,mass,Moscow,medium,22,20,21,98099.86,4671.42,0.1364,0.7273,0.0455,2,30884.3,142662.88,25.04,5897.48,0.6876,0.8787,0.7921,109
U00004,mass,Nizhny Novgorod,medium,21,18,18,106260.81,5313.04,0.1429,0.9048,0.0476,2,19691.31,155156.27,25.39,6352.33,0.6849,0.8271,0.8364,45
U00442,mass,Moscow,low,25,21,21,97666.36,3906.65,0.12,0.8,0.0,2,21079.44,142662.88,25.04,5897.48,0.6846,0.9985,0.6624,110
U00115,mass,Moscow,low,20,17,19,97624.63,5742.63,0.05,0.6,0.15,2,35703.53,142662.88,25.04,5897.48,0.6843,0.7988,0.9737,111
U00273,mass,Saint Petersburg,low,20,20,17,98041.24,4902.06,0.1,0.85,0.0,2,30456.96,143356.01,26.6,5518.85,0.6839,0.752,0.8882,63
U00417,mass,Moscow,low,23,21,22,97518.38,4239.93,0.0435,0.6957,0.0,2,37226.15,142662.88,25.04,5897.48,0.6836,0.9186,0.7189,112
U00591,mass,Novosibirsk,low,20,20,19,95000.31,4750.02,0.0,0.9,0.0,2,29227.8,139021.02,23.56,6026.12,0.6834,0.8487,0.7882,32
U00785,mass,Saint Petersburg,low,21,20,20,97485.69,4642.18,0.0,0.8095,0.0,2,17820.14,143356.01,26.6,5518.85,0.68,0.7896,0.8411,64
U00505,affluent,Moscow,low,20,16,17,140829.83,7041.49,0.2,0.75,0.0,2,27278.72,207808.39,25.59,8288.05,0.6777,0.7816,0.8496,26
U00401,affluent,Ekaterinburg,medium,18,16,17,134406.89,7467.05,0.1111,0.5556,0.0,2,48320.46,198721.58,24.07,8367.25,0.6764,0.7478,0.8924,11
U00574,affluent,Moscow,medium,23,20,19,140554.58,6111.07,0.1739,0.6087,0.0,3,33513.38,207808.39,25.59,8288.05,0.6764,0.8989,0.7373,27
U00077,student,Novosibirsk,low,19,16,16,84901.73,4468.51,0.0526,0.7895,0.0,2,24237.84,125711.72,23.76,5359.12,0.6754,0.7995,0.8338,11
U00087,mass,Moscow,medium,27,25,22,96184.1,3699.39,0.1111,0.6667,0.037,3,17720.4,142662.88,25.04,5897.48,0.6742,1.0784,0.6273,113
U00031,mass,Moscow,medium,25,21,24,96112.5,4178.8,0.08,0.84,0.08,2,33859.98,142662.88,25.04,5897.48,0.6737,0.9985,0.7086,114
U00658,mass,Kazan,low,21,18,19,122994.04,5856.86,0.0476,0.8571,0.0,2,33547.6,182876.49,29.96,6180.02,0.6726,0.7009,0.9477,27
U00071,mass,Kazan,low,23,19,20,122871.9,5342.26,0.1739,0.913,0.0,2,38157.42,182876.49,29.96,6180.02,0.6719,0.7676,0.8644,28
U00353,mass,Moscow,low,20,17,19,95673.8,5035.46,0.15,0.9,0.05,2,36457.81,142662.88,25.04,5897.48,0.6706,0.7988,0.8538,115
U00128,student,Moscow,medium,16,16,16,71398.02,4462.38,0.0,0.8125,0.0,1,11842.28,106510.34,24.3,4538.62,0.6703,0.6583,0.9832,43
U00197,small_business,Nizhny Novgorod,low,22,20,22,122250.58,5821.46,0.1818,0.9545,0.0455,1,22350.7,182406.55,22.8,7840.93,0.6702,0.9649,0.7424,3
U00414,small_business,Saint Petersburg,low,21,19,20,150064.7,7503.24,0.0476,0.7619,0.0476,2,52179.33,223901.1,25.6,9153.12,0.6702,0.8203,0.8197,10
U00106,mass,Kazan,low,25,22,22,121794.19,4871.77,0.08,0.92,0.0,2,60924.6,182876.49,29.96,6180.02,0.666,0.8344,0.7883,29
U00034,mass,Ekaterinburg,medium,20,15,18,97399.55,5126.29,0.15,0.9,0.05,2,19051.36,146378.08,25.98,5887.31,0.6654,0.7698,0.8707,41
U00562,mass,Moscow,low,29,23,25,94665.18,3380.9,0.1034,0.7241,0.0345,2,23634.87,142662.88,25.04,5897.48,0.6636,1.1583,0.5733,116
U00513,small_business,Ekaterinburg,low,27,22,22,106708.76,4104.18,0.0741,0.963,0.037,3,29793.01,161080.7,25.86,6684.81,0.6625,1.0442,0.614,7
U00117,affluent,Ekaterinburg,low,18,16,17,131574.9,7309.72,0.1111,1.0,0.0,2,39503.67,198721.58,24.07,8367.25,0.6621,0.7478,0.8736,12
U00494,affluent,Novosibirsk,low,20,18,16,148539.44,7817.87,0.1,0.95,0.05,2,48699.61,224330.29,31.25,8098.0,0.6621,0.64,0.9654,8
U00008,mass,Moscow,medium,20,18,18,94157.09,4707.85,0.15,0.7,0.0,2,37597.58,142662.88,25.04,5897.48,0.66,0.7988,0.7983,117
U00710,mass,Kazan,low,28,22,25,120130.13,4290.36,0.1786,0.8571,0.0,2,23108.88,182876.49,29.96,6180.02,0.6569,0.9345,0.6942,30
U00466,affluent,Saint Petersburg,low,28,26,25,132921.36,4747.19,0.0,0.7857,0.0,2,31595.84,202805.33,27.35,7949.17,0.6554,1.0237,0.5972,28
U00153,mass,Nizhny Novgorod,low,22,19,19,101463.33,5340.18,0.0909,0.8636,0.1364,2,32576.85,155156.27,25.39,6352.33,0.6539,0.8665,0.8407,46
U00666,mass,Moscow,medium,23,18,21,92921.68,4223.71,0.1304,0.7391,0.0435,2,31564.27,142662.88,25.04,5897.48,0.6513,0.9186,0.7162,118
U00350,mass,Kazan,low,25,22,18,118507.29,4937.8,0.04,0.84,0.04,3,22590.53,182876.49,29.96,6180.02,0.648,0.8344,0.799,31
U00468,mass,Saint Petersburg,low,17,16,15,92890.95,5464.17,0.1176,0.8824,0.0,3,21790.63,143356.01,26.6,5518.85,0.648,0.6392,0.9901,65
U00190,mass,Nizhny Novgorod,medium,17,14,17,100378.96,5904.64,0.0588,0.8235,0.0,1,42227.26,155156.27,25.39,6352.33,0.647,0.6696,0.9295,47
U00114,mass,Ekaterinburg,low,23,23,19,94341.01,4288.23,0.087,0.9565,0.0435,2,22579.2,146378.08,25.98,5887.31,0.6445,0.8852,0.7284,42
U00015,small_business,Moscow,low,20,17,16,133200.9,6660.05,0.1,0.85,0.0,2,61677.81,207264.78,23.38,9166.95,0.6427,0.8556,0.7265,23
U00150,mass,Nizhny Novgorod,low,27,23,23,99291.02,3818.89,0.1852,0.8519,0.037,3,13940.18,155156.27,25.39,6352.33,0.6399,1.0634,0.6012,48
U00509,mass,Nizhny Novgorod,high,32,26,29,99268.77,3102.15,0.0625,0.9063,0.0,2,21069.62,155156.27,25.39,6352.33,0.6398,1.2603,0.4883,49
U00036,mass,Ekaterinburg,low,28,21,22,93642.24,3745.69,0.0714,1.0,0.1071,2,29427.02,146378.08,25.98,5887.31,0.6397,1.0777,0.6362,43
U00797,mass,Kazan,low,31,24,29,116925.65,3771.8,0.0968,0.7742,0.0,2,17109.02,182876.49,29.96,6180.02,0.6394,1.0346,0.6103,32
U00047,mass,Saint Petersburg,medium,34,27,26,91640.74,2956.15,0.1471,0.7353,0.0882,3,26883.29,143356.01,26.6,5518.85,0.6393,1.2784,0.5356,66
U00169,student,Nizhny Novgorod,medium,32,24,25,65952.74,2198.42,0.1563,0.9688,0.0625,3,9881.37,103206.71,24.67,4276.55,0.639,1.2973,0.5141,14
U00125,student,Saint Petersburg,low,25,20,23,87085.96,3628.58,0.2,0.68,0.04,2,21685.26,136383.32,25.72,5531.12,0.6385,0.972,0.656,18
U00327,student,Moscow,medium,16,13,14,67812.37,4520.82,0.0625,0.75,0.0625,2,13874.05,106510.34,24.3,4538.62,0.6367,0.6583,0.9961,44
U00295,student,Moscow,low,18,16,16,67801.42,3766.75,0.1111,0.7222,0.0,2,28920.28,106510.34,24.3,4538.62,0.6366,0.7406,0.8299,45
U00391,mass,Novosibirsk,medium,18,17,15,88025.83,4890.32,0.1111,0.9444,0.0,2,38062.97,139021.02,23.56,6026.12,0.6332,0.7639,0.8115,33
U00099,mass,Saint Petersburg,high,21,20,19,90349.97,4302.38,0.0,0.619,0.0,2,13381.79,143356.01,26.6,5518.85,0.6302,0.7896,0.7796,67
U00033,mass,Moscow,medium,17,15,15,89801.17,5282.42,0.0,0.7647,0.0,2,30520.74,142662.88,25.04,5897.48,0.6295,0.679,0.8957,119
U00786,mass,Moscow,low,27,22,20,89685.46,3321.68,0.1481,0.6296,0.0,3,19930.53,142662.88,25.04,5897.48,0.6287,1.0784,0.5632,120
U00531,mass,Ekaterinburg,low,31,25,29,91868.8,2963.51,0.129,0.8387,0.0,2,15221.64,146378.08,25.98,5887.31,0.6276,1.1931,0.5034,44
U00369,mass,Moscow,low,20,18,19,89389.62,5258.21,0.2,0.9,0.15,2,26137.89,142662.88,25.04,5897.48,0.6266,0.7988,0.8916,121
U00649,mass,Moscow,low,25,23,22,89332.21,3573.29,0.12,0.68,0.0,3,15106.7,142662.88,25.04,5897.48,0.6262,0.9985,0.6059,122
U00795,mass,Moscow,low,23,21,18,89318.11,4059.91,0.0435,0.7826,0.0435,2,37675.2,142662.88,25.04,5897.48,0.6261,0.9186,0.6884,123
U00481,small_business,Saint Petersburg,low,28,21,25,140189.14,5391.89,0.0714,0.6786,0.0714,2,47602.66,223901.1,25.6,9153.12,0.6261,1.0938,0.5891,11
U00138,student,Moscow,medium,25,20,20,66369.27,2765.39,0.0,0.72,0.04,2,12161.76,106510.34,24.3,4538.62,0.6231,1.0287,0.6093,46
U00408,mass,Saint Petersburg,low,14,13,12,89222.25,7435.19,0.1429,0.7143,0.1429,2,21548.36,143356.01,26.6,5518.85,0.6224,0.5264,1.3472,68
U00148,mass,Moscow,low,31,27,28,88541.73,2951.39,0.0,0.6774,0.0323,2,16219.93,142662.88,25.04,5897.48,0.6206,1.2382,0.5004,124
U00610,mass,Nizhny Novgorod,low,26,23,24,96166.97,3846.68,0.0769,0.8462,0.0385,2,17277.6,155156.27,25.39,6352.33,0.6198,1.024,0.6056,50
U00234,mass,Moscow,low,25,22,23,88371.01,3534.84,0.08,0.72,0.0,3,19453.48,142662.88,25.04,5897.48,0.6194,0.9985,0.5994,125
U00677,mass,Moscow,low,28,24,25,88354.26,3272.38,0.0714,0.7857,0.0357,2,16452.7,142662.88,25.04,5897.48,0.6193,1.1183,0.5549,126
U00379,mass,Nizhny Novgorod,medium,19,18,17,96011.07,5053.21,0.0526,0.9474,0.0,2,23821.24,155156.27,25.39,6352.33,0.6188,0.7483,0.7955,51
U00021,mass,Saint Petersburg,low,24,21,23,88579.31,3851.27,0.2083,0.75,0.0417,2,34489.71,143356.01,26.6,5518.85,0.6179,0.9024,0.6978,69
U00010,mass,Kazan,low,27,21,24,112872.65,4180.47,0.1852,0.963,0.0,3,42605.38,182876.49,29.96,6180.02,0.6172,0.9011,0.6764,33
U00497,mass,Kazan,low,21,16,21,112510.0,5625.5,0.0476,0.8095,0.0476,1,38184.03,182876.49,29.96,6180.02,0.6152,0.7009,0.9103,34
U00172,student,Moscow,low,18,17,16,65507.32,3639.3,0.1667,0.6111,0.0,2,20122.89,106510.34,24.3,4538.62,0.615,0.7406,0.8019,47
U00441,student,Ekaterinburg,low,25,21,21,64004.51,2560.18,0.04,0.96,0.0,2,13843.63,104198.2,25.54,4223.63,0.6143,0.9789,0.6062,10
U00324,student,Saint Petersburg,low,24,16,22,83657.3,3485.72,0.125,0.9583,0.0,2,13934.45,136383.32,25.72,5531.12,0.6134,0.9331,0.6302,19
U00259,mass,Saint Petersburg,low,24,23,23,87789.01,3816.91,0.1667,0.875,0.0417,2,25590.14,143356.01,26.6,5518.85,0.6124,0.9024,0.6916,70
U00579,mass,Kazan,low,24,21,20,111754.74,4858.9,0.1667,0.9167,0.0417,2,47299.49,182876.49,29.96,6180.02,0.6111,0.801,0.7862,35
U00127,affluent,Saint Petersburg,high,16,16,13,123220.19,7701.26,0.0625,0.9375,0.0,2,38713.55,202805.33,27.35,7949.17,0.6076,0.5849,0.9688,29
U00170,mass,Ekaterinburg,medium,23,20,17,88890.91,3864.82,0.0,0.8261,0.0,3,26219.04,146378.08,25.98,5887.31,0.6073,0.8852,0.6565,45
U00334,affluent,Novosibirsk,low,22,20,21,135457.18,6157.14,0.1364,0.8182,0.0,2,27044.79,224330.29,31.25,8098.0,0.6038,0.704,0.7603,9
U00528,mass,Saint Petersburg,low,35,32,29,86309.8,2615.45,0.0571,0.7714,0.0571,3,7522.13,143356.01,26.6,5518.85,0.6021,1.316,0.4739,71
U00337,small_business,Kazan,medium,21,18,18,149545.41,7121.21,0.1905,0.9048,0.0,2,40557.84,249319.8,27.0,9480.66,0.5998,0.7778,0.7511,6
U00299,student,Moscow,low,19,16,16,63749.18,3355.22,0.1053,0.6316,0.0,2,14894.65,106510.34,24.3,4538.62,0.5985,0.7818,0.7393,48
U00011,mass,Moscow,low,19,18,18,85130.95,4729.5,0.0526,0.7895,0.0526,2,27365.1,142662.88,25.04,5897.48,0.5967,0.7589,0.802,127
U00700,affluent,Moscow,medium,19,17,15,123553.47,6864.08,0.0526,0.7895,0.0526,2,24666.91,207808.39,25.59,8288.05,0.5946,0.7425,0.8282,28
U00226,mass,Saint Petersburg,low,20,18,18,84938.58,4246.93,0.1,0.85,0.0,2,14933.78,143356.01,26.6,5518.85,0.5925,0.752,0.7695,72
U00760,student,Saint Petersburg,medium,21,18,19,80737.23,3844.63,0.2381,0.8095,0.0,2,15440.7,136383.32,25.72,5531.12,0.592,0.8165,0.6951,20
U00188,student,Novosibirsk,medium,26,24,24,73949.96,2844.23,0.0385,0.9231,0.0,2,11718.34,125711.72,23.76,5359.12,0.5883,1.0941,0.5307,12
U00665,mass,Moscow,low,22,21,21,83539.66,3797.26,0.1364,0.7727,0.0,2,50419.41,142662.88,25.04,5897.48,0.5856,0.8787,0.6439,128
U00376,mass,Moscow,low,30,26,24,83391.6,2779.72,0.0333,0.7,0.0,3,13498.11,142662.88,25.04,5897.48,0.5845,1.1982,0.4713,129
U00638,mass,Moscow,medium,22,20,20,83305.55,4165.28,0.1364,0.7273,0.0909,2,26489.14,142662.88,25.04,5897.48,0.5839,0.8787,0.7063,130
U00675,affluent,Kazan,low,19,16,17,100152.55,5271.19,0.1579,0.9474,0.0,2,24373.77,171655.52,23.71,7455.45,0.5835,0.8015,0.707,15
U00776,mass,Moscow,medium,17,15,16,83155.85,4891.52,0.0588,0.7059,0.0,2,19083.59,142662.88,25.04,5897.48,0.5829,0.679,0.8294,131
U00511,mass,Novosibirsk,low,19,16,17,81009.17,4263.64,0.2105,0.8947,0.0,2,48011.61,139021.02,23.56,6026.12,0.5827,0.8063,0.7075,34
U00507,affluent,Moscow,low,23,21,21,120805.06,5491.14,0.1739,0.6522,0.0435,2,37506.39,207808.39,25.59,8288.05,0.5813,0.8989,0.6625,29
U00544,mass,Moscow,low,35,28,30,82626.05,2430.18,0.2571,0.7429,0.0286,2,13509.96,142662.88,25.04,5897.48,0.5792,1.3979,0.4121,132
U00340,student,Kazan,high,20,17,17,67429.1,3371.46,0.15,0.85,0.0,2,11618.18,116601.08,24.79,4777.09,0.5783,0.8069,0.7058,12
U00158,small_business,Saint Petersburg,medium,23,19,20,129361.16,6808.48,0.1739,0.6957,0.1739,2,58158.27,223901.1,25.6,9153.12,0.5778,0.8984,0.7438,12
U00397,student,Nizhny Novgorod,low,15,15,14,59632.02,3975.47,0.0667,0.8667,0.0,2,22965.33,103206.71,24.67,4276.55,0.5778,0.6081,0.9296,15
U00320,student,Moscow,low,21,19,21,61407.01,2924.14,0.1905,0.619,0.0,1,15448.11,106510.34,24.3,4538.62,0.5765,0.8641,0.6443,49
U00784,mass,Ekaterinburg,low,26,17,24,84377.3,3245.28,0.3077,1.0,0.0,2,35853.45,146378.08,25.98,5887.31,0.5764,1.0007,0.5512,46
U00608,mass,Saint Petersburg,medium,19,18,18,82376.64,4576.48,0.0,0.6842,0.0526,2,21057.53,143356.01,26.6,5518.85,0.5746,0.7144,0.8292,73
U00498,mass,Ekaterinburg,low,20,14,19,83918.51,4195.93,0.0,0.85,0.0,2,18486.45,146378.08,25.98,5887.31,0.5733,0.7698,0.7127,47
